title,console,genre,publisher,developer,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_year,genre_encoded,console_encoded,publisher_encoded
star wars episode i: battle for naboo,N64,Simulation,Lucasarts,Factor 5,8.5,0.26,0.21,0.0,0.05,0.0,2000.0,16,12,369
armored core: nexus,Ps2,Simulation,Agetec,From Software,7.3,0.26,0.06,0.14,0.05,0.02,2004.0,16,21,29
imagine: fashion party,Wii,Simulation,Ubisoft,Virtual Toys / Lexis Numerique,7.3,0.26,0.24,0.0,0.0,0.02,2009.0,16,31,685
fish tycoon,Ds,Simulation,Majesco,Big Fish Games / Ldw,7.3,0.26,0.24,0.0,0.0,0.02,2007.0,16,4,375
petz: horsez 2,Ps2,Simulation,Ubisoft,Ubisoft,7.3,0.26,0.13,0.0,0.1,0.03,2007.0,16,21,685
love plus,Ds,Simulation,Konami,Konami,7.3,0.26,0.0,0.26,0.0,0.0,2009.0,16,4,353
star trek: invasion,Ps,Simulation,Activision,Warthog,7.3,0.26,0.15,0.0,0.1,0.02,2000.0,16,20,23
babysitting mania,Ds,Simulation,Majesco,Gogii Games,7.3,0.26,0.24,0.0,0.0,0.02,2008.0,16,4,375
littlest pet shop: friends,Wii,Simulation,Electronic Arts,Ea Salt Lake,7.3,0.26,0.21,0.0,0.02,0.02,2009.0,16,31,178
jurassic world evolution,Xone,Simulation,Frontier Developments,Frontier Developments,7.3,0.26,0.15,0.0,0.09,0.02,2018.0,16,38,215
kingdom hearts ii: final mix +,Ps2,Role-Playing,Square Enix,Square Enix,7.3,0.26,0.0,0.26,0.0,0.0,2007.0,13,21,601
"what did i do to deserve this, my lord!? 2",Psp,Role-Playing,Nis America,Acquire,7.3,0.26,0.06,0.18,0.0,0.01,2010.0,13,25,463
tengai makyou: daishi no mokushiroku - the apocalypse iv,Sat,Role-Playing,Hudson Soft,Red Company,7.3,0.26,0.0,0.26,0.0,0.0,1997.0,13,27,293
dungeons & dragons: eye of the beholder,Gba,Role-Playing,Atari,Pronto Games,4.8,0.26,0.19,0.0,0.07,0.0,2002.0,13,6,68
etrian odyssey: millennium girl,3Ds,Role-Playing,Atlus,Atlus,8.1,0.26,0.1,0.14,0.01,0.01,2013.0,13,2,70
etrian odyssey ii: heroes of lagaard,Ds,Role-Playing,Atlus,Atlus Co. / Lancarse,8.4,0.26,0.09,0.16,0.0,0.01,2008.0,13,4,70
king's field ii,Ps,Role-Playing,Ascii Entertainment,From Software,7.3,0.26,0.08,0.11,0.06,0.02,1996.0,13,20,58
inazuma eleven go 3: galaxy - big bang / supernova,3Ds,Role-Playing,Level 5,Level 5,7.3,0.26,0.0,0.26,0.0,0.0,2013.0,13,2,361
phantasy star universe: ambition of the illuminus,Ps2,Role-Playing,Sega,Sonic Team,7.3,0.26,0.1,0.05,0.08,0.03,2007.0,13,21,566
stella glow,3Ds,Role-Playing,Atlus,Imageepoch Inc.,7.5,0.26,0.17,0.06,0.01,0.02,2015.0,13,2,70
a.c.e.: another century's episode,Ps2,Simulation,Banpresto,From Software,7.3,0.26,0.0,0.26,0.0,0.0,2005.0,16,21,81
we cheer 2,Wii,Simulation,Namco Bandai,"Machatin, Inc.",7.3,0.26,0.24,0.0,0.0,0.02,2009.0,16,31,436
armored core: master of arena,Ps,Simulation,Agetec,From Software,7.2,0.26,0.07,0.13,0.05,0.02,2000.0,16,20,29
zoo resort 3d,3Ds,Simulation,Ubisoft,Aq Interactive,7.3,0.26,0.11,0.03,0.1,0.02,2011.0,16,2,685
doukyuusei if,Sat,Role-Playing,Nec,Elf,7.3,0.26,0.0,0.26,0.0,0.0,1996.0,13,27,443
baldur's gate: dark alliance ii,Xb,Role-Playing,Interplay,Black Isle Studios,7.3,0.26,0.19,0.0,0.06,0.01,2004.0,13,36,320
final fantasy v advance,Gba,Role-Playing,Nintendo,Square Enix,8.2,0.26,0.0,0.26,0.0,0.01,2006.0,13,6,457
sword art online: hollow realization,Psv,Role-Playing,Namco Bandai Games,Aquria,7.3,0.26,0.0,0.16,0.08,0.02,2018.0,13,26,437
the legend of heroes: trails of cold steel ii,Psv,Role-Playing,Xseed Games,Nihon Falcom Corporation,7.3,0.26,0.06,0.13,0.04,0.03,2016.0,13,26,729
dungeons & dragons heroes,Xb,Role-Playing,Atari,Atari,7.3,0.26,0.19,0.0,0.06,0.01,2003.0,13,36,68
legaia 2: duel saga,Ps2,Role-Playing,Eidos Interactive,Contrail,7.3,0.26,0.13,0.0,0.1,0.03,2002.0,13,21,174
game of thrones,X360,Role-Playing,Atlus,Cyanide Studios,7.3,0.26,0.15,0.0,0.08,0.02,2012.0,13,35,70
battlestations: midway,X360,Strategy,Eidos Interactive,Eidos Hungary,7.3,0.26,0.21,0.0,0.02,0.02,2007.0,18,35,174
total war: attila,Pc,Strategy,Sega,Creative Assembly,7.3,0.26,0.11,0.0,0.14,0.02,2015.0,18,17,566
tropico 4,Pc,Strategy,Kalypso,Haemimont Games,7.9,0.26,0.1,0.0,0.13,0.03,2011.0,18,17,337
r.u.s.e.,Pc,Strategy,Ubisoft,Eugen Systems,8.0,0.26,0.04,0.0,0.19,0.03,2010.0,18,17,685
super robot taisen r,Gba,Strategy,Banpresto,Banpresto,7.3,0.26,0.0,0.25,0.0,0.01,2002.0,18,6,81
ben 10 triple pack,Ds,Misc,D3 Publisher,D3 Publisher,7.3,0.26,0.12,0.0,0.12,0.02,2011.0,6,4,135
dora the explorer: game boy advance video volume 1,Gba,Misc,Majesco,Majesco Games,7.3,0.26,0.18,0.0,0.07,0.0,2004.0,6,6,375
lowrider,Ps2,Misc,Jaleco,Pacific Century Cyber Works Japan,7.3,0.26,0.11,0.03,0.09,0.03,2003.0,6,21,328
gundam breaker,Ps3,Misc,Namco Bandai Games,Bandai,7.3,0.26,0.0,0.26,0.0,0.0,2013.0,6,22,437
family feud: 2010 edition,Ds,Misc,Ubisoft,Ludia Inc.,7.3,0.26,0.24,0.0,0.0,0.02,2009.0,6,4,685
ds bungaku zenshuu,Ds,Misc,Nintendo,Genius Sonority Inc.,7.3,0.26,0.0,0.26,0.0,0.0,2007.0,6,4,457
bust a groove 2,Ps,Misc,Enix,Metro,7.0,0.26,0.04,0.18,0.03,0.02,1999.0,6,20,183
metroid prime pinball,Ds,Misc,Nintendo,Fuse Games Limited,7.6,0.26,0.22,0.02,0.0,0.02,2005.0,6,4,457
"spongebob squarepants: lights, camera, pants!",Xb,Misc,Thq,Thq Australia Studios Pty Ltd.,7.3,0.26,0.19,0.0,0.06,0.01,2005.0,6,36,657
disney sing it: pop hits,Ps3,Misc,Disney Interactive Studios,Zoe Mode,7.3,0.26,0.17,0.0,0.06,0.03,2009.0,6,22,154
tv superstars,Ps3,Misc,Sony Computer Entertainment,Scee Cambridge,6.2,0.26,0.08,0.0,0.12,0.05,2010.0,6,22,585
scene it? twilight,Wii,Misc,Konami,Artificial Mind And Movement,7.3,0.26,0.16,0.0,0.08,0.02,2009.0,6,31,353
dora the explorer: dora saves the crystal kingdom,Wii,Misc,2K Play,Take-Two Interactive,7.3,0.26,0.24,0.0,0.0,0.02,2009.0,6,31,6
yu-gi-oh! ultimate masters: world championship tournament 2006,Gba,Misc,Konami,Konami,7.3,0.26,0.14,0.07,0.05,0.01,2006.0,6,6,353
bionicle: matoran adventures,Gba,Platform,Electronic Arts,Argonaut Games,7.3,0.26,0.18,0.0,0.07,0.0,2002.0,10,6,178
castlevania: harmony of dissonance,Gba,Platform,Konami,Konami Computer Entertainment Tokyo,8.6,0.26,0.16,0.04,0.06,0.0,2002.0,10,6,353
monsters vs. aliens,Wii,Platform,Activision,Beenox,7.3,0.26,0.14,0.0,0.09,0.03,2009.0,10,31,23
mega man legacy collection,3Ds,Platform,Capcom,Digital Eclipse Software,7.3,0.26,0.18,0.06,0.0,0.02,2016.0,10,2,107
rayman ds,Ds,Platform,Ubisoft,Ubisoft Montreal,5.4,0.26,0.21,0.0,0.03,0.02,2005.0,10,4,685
lemony snicket's a series of unfortunate events,Gc,Platform,Activision,Adrenium Games,7.3,0.26,0.2,0.0,0.05,0.01,2004.0,10,8,23
tomba!,Ps,Platform,Sony Computer Entertainment,Whoopee Camp,8.6,0.26,0.15,0.0,0.1,0.02,1998.0,10,20,585
hey arnold! the movie,Gba,Platform,Thq,Altron,5.5,0.26,0.19,0.0,0.07,0.0,2002.0,10,6,657
polarium,Ds,Puzzle,Nintendo,Mitchell,7.6,0.26,0.13,0.11,0.01,0.01,2005.0,11,4,457
armorines: project s.w.a.r.m.,N64,Shooter,Acclaim Entertainment,Acclaim Studios London,6.2,0.26,0.21,0.0,0.05,0.0,1999.0,15,12,20
duke nukem: zero hour,N64,Shooter,Gt Interactive,Eurocom Entertainment Software,7.3,0.26,0.21,0.0,0.05,0.0,1999.0,15,12,265
army of two: the devil's cartel,X360,Shooter,Electronic Arts,Visceral Games,7.3,0.26,0.16,0.0,0.07,0.02,2013.0,15,35,178
resident evil: revelations,X360,Shooter,Capcom,Capcom,7.4,0.26,0.12,0.02,0.1,0.02,2013.0,15,35,107
legendary,X360,Shooter,Gamecock,Spark Unlimited,4.0,0.26,0.08,0.0,0.15,0.03,2008.0,15,35,232
desert falcon,2600,Shooter,Atari,Atari,7.3,0.26,0.24,0.0,0.01,0.0,1987.0,15,0,68
reload: target down,Wii,Shooter,Mastiff,Mastiff,7.3,0.26,0.24,0.0,0.0,0.02,2010.0,15,31,384
the house of the dead 2,Dc,Shooter,Sega,Wow Entertainment,7.5,0.26,0.0,0.26,0.0,0.0,1999.0,15,3,566
panzer dragoon orta,Xb,Shooter,Sega,Smilebit,8.8,0.26,0.16,0.04,0.05,0.01,2003.0,15,36,566
nppl championship paintball 2009,Ps2,Shooter,Activision,Sand Grain Studios,7.3,0.26,0.13,0.0,0.1,0.03,2008.0,15,21,23
star wars: bounty hunter,Gc,Shooter,Lucasarts,Lucasarts,7.3,0.26,0.2,0.0,0.05,0.01,2002.0,15,8,369
call of duty: modern warfare 3: defiance,Ds,Shooter,Activision,Infinity Ward,7.3,0.26,0.19,0.0,0.05,0.02,2011.0,15,4,23
king of fighters: maximum impact,Ps2,Fighting,Snk,Snk Playmore Corporation,7.3,0.26,0.13,0.0,0.1,0.03,2004.0,5,21,579
recore,Xone,Action-Adventure,Microsoft Studios,Armature Studio,7.3,0.26,0.16,0.01,0.06,0.02,2016.0,1,38,411
marvel super heroes vs. street fighter,Ps,Fighting,Capcom,Capcom,7.3,0.26,0.14,0.0,0.1,0.02,1999.0,5,20,107
my hero one's justice,Ns,Fighting,Bandai Namco Entertainment,Byking,7.3,0.26,0.17,0.06,0.01,0.02,2018.0,5,15,79
ultimate marvel vs. capcom 3,Ps4,Fighting,Capcom,Capcom,7.3,0.26,0.19,0.02,0.0,0.04,2017.0,5,23,107
tom and jerry in war of the whiskers,Ps2,Fighting,Newkidco,Vis Entertainment,7.3,0.26,0.13,0.0,0.1,0.03,2002.0,5,21,450
samurai warriors 4,Ps3,Fighting,Tecmo Koei,Omega Force,7.3,0.26,0.0,0.26,0.0,0.0,2014.0,5,22,644
x-men vs. street fighter,Sat,Fighting,Capcom,Capcom,7.3,0.26,0.0,0.26,0.0,0.0,1997.0,5,27,107
angry birds trilogy,X360,Puzzle,Activision,Rovio Mobile,7.3,0.26,0.18,0.0,0.05,0.03,2012.0,11,35,23
touchmaster 3(others sales),Ds,Puzzle,Warner Bros. Interactive,Midway,7.3,0.26,0.0,0.0,0.24,0.02,2009.0,11,4,717
tom clancy's splinter cell: double agent,Ps3,Action,Ubisoft,Ubisoft Shanghai,8.3,0.26,0.2,0.0,0.03,0.03,2007.0,0,22,685
tokyo jungle,Ps3,Action,Sony Computer Entertainment,Playstation C.A.M.P.!,7.3,0.26,0.0,0.26,0.0,0.0,2020.0,0,22,585
dishonored 2,Pc,Action,Bethesda Softworks,Arkane Studios,7.3,0.26,0.08,0.0,0.17,0.02,2016.0,0,17,87
sengoku basara: battle heroes,Psp,Action,Capcom,Capcom,7.3,0.26,0.0,0.26,0.0,0.0,2009.0,0,25,107
the penguins of madagascar,Ds,Action,Thq,Thq,7.3,0.26,0.12,0.0,0.11,0.02,2010.0,0,4,657
resident evil: deadly silence,Ds,Action,Capcom,Capcom,6.7,0.26,0.11,0.11,0.02,0.01,2006.0,0,4,107
frogger's journey: the forgotten relic,Gba,Action,Konami,Konami,5.0,0.26,0.18,0.0,0.07,0.0,2003.0,0,6,353
dynasty warriors next,Psv,Action,Tecmo Koei,Omega Force,7.3,0.26,0.05,0.11,0.07,0.03,2012.0,0,26,644
deadly premonition,X360,Action,Ignition Entertainment,Access Games,6.0,0.26,0.18,0.0,0.06,0.02,2010.0,0,35,303
superman returns,X360,Action,Electronic Arts,Ea Tiburon,5.0,0.26,0.23,0.0,0.01,0.02,2006.0,0,35,178
the suite life of zack & cody: tipton trouble,Ds,Action,Buena Vista,Disney Interactive,7.3,0.25,0.23,0.0,0.0,0.02,2006.0,0,4,105
dynasty warriors 6,Ps2,Action,Koei,Omega Force,7.3,0.25,0.12,0.0,0.09,0.03,2008.0,0,21,350
lego star wars iii: the clone wars,Pc,Action,Lucasarts,Traveller'S Tales,7.6,0.25,0.1,0.0,0.13,0.02,2011.0,0,17,369
star wars the clone wars: republic heroes,Ps2,Action,Lucasarts,Krome Studios,7.3,0.25,0.17,0.0,0.01,0.08,2009.0,0,21,369
teen titans,Ps2,Action,Thq,A2M,6.6,0.25,0.12,0.0,0.1,0.03,2006.0,0,21,657
monster hunter g,Wii,Role-Playing,Capcom,Capcom,7.3,0.25,0.0,0.25,0.0,0.0,2009.0,13,31,107
ice age 2: the meltdown,Gba,Platform,Sierra Entertainment,Amaze Entertainment,5.0,0.25,0.18,0.0,0.07,0.0,2006.0,10,6,571
sonic boom: fire & ice,3Ds,Platform,Sega,Sanzaru Games,6.9,0.25,0.14,0.02,0.08,0.02,2016.0,10,2,566
spy kids challenger,Gba,Platform,Disney Interactive Studios,Game Titan,7.3,0.25,0.18,0.0,0.07,0.0,2002.0,10,6,154
porky's,2600,Action,20Th Century Fox Video Games,Dunhill Electronic Media Corp,7.3,0.25,0.23,0.0,0.01,0.0,1983.0,0,0,4
silent hunter 5: battle of the atlantic,Pc,Simulation,Ubisoft,Ubisoft Romania,7.3,0.25,0.0,0.0,0.21,0.04,2010.0,16,17,685
minute to win it,Wii,Misc,Zoo Games,Smackdown Productions,7.3,0.25,0.23,0.0,0.0,0.02,2010.0,6,31,737
exhibition,Xb,Misc,Microsoft,Various,7.3,0.25,0.19,0.0,0.05,0.01,2002.0,6,36,409
project runway,Wii,Simulation,Atari,Tornado Studios,7.3,0.25,0.23,0.0,0.0,0.02,2010.0,16,31,68
ace combat: assault horizon legacy,3Ds,Simulation,Namco Bandai,Namco Bandai Games,7.0,0.25,0.1,0.08,0.06,0.01,2011.0,16,2,436
imagine: ballet star,Ds,Simulation,Ubisoft,Spike Co.,7.3,0.25,0.23,0.0,0.0,0.02,2008.0,16,4,685
atari anthology,Xb,Misc,Atari,Digital Eclipse,7.3,0.25,0.19,0.0,0.05,0.01,2004.0,6,36,68
my virtual tutor: reading adventure kindergarten to first,Ds,Misc,Mentor Interactive,1St Playable Productions,7.3,0.25,0.23,0.0,0.0,0.02,2009.0,6,4,398
spelling challenges and more!,Psp,Misc,Crave Entertainment,Supersonic Software,4.5,0.25,0.24,0.0,0.0,0.02,2007.0,6,25,128
smart girl's playhouse,Ds,Misc,Ufo Interactive,Starfish  Inc.,7.3,0.25,0.24,0.0,0.0,0.02,2007.0,6,4,686
world series of poker,Xb,Misc,Activision,Activision Value,7.3,0.25,0.19,0.0,0.05,0.01,2005.0,6,36,23
the sims 2,Xb,Simulation,Electronic Arts,Maxis,7.3,0.25,0.19,0.0,0.05,0.01,2005.0,16,36,178
littlest pet shop: country friends,Ds,Simulation,Electronic Arts,Ea Salt Lake,7.3,0.25,0.23,0.0,0.0,0.02,2009.0,16,4,178
armored core 4,X360,Simulation,Sega,From Software,6.5,0.25,0.19,0.03,0.01,0.02,2007.0,16,35,566
secret weapons over normandy,Xb,Simulation,Lucasarts,Totally Games,7.3,0.25,0.19,0.0,0.05,0.01,2003.0,16,36,369
animal paradise,Ds,Simulation,Empire Interactive,Rekoo,7.3,0.25,0.09,0.0,0.14,0.02,2008.0,16,4,181
cars: mater-national championship,Ps2,Racing,Thq,Rainbow Studios,7.3,0.25,0.12,0.0,0.09,0.03,2007.0,12,21,657
juiced 2: hot import nights,Ps3,Racing,Thq,Juice Games,7.3,0.25,0.18,0.01,0.04,0.02,2007.0,12,22,657
wipeout xl,Ps,Racing,Sony Computer Entertainment,Psygnosis,8.8,0.25,0.14,0.0,0.1,0.02,1996.0,12,20,585
nascar 09,X360,Racing,Ea Sports,Ea Tiburon,7.1,0.25,0.23,0.0,0.0,0.02,2008.0,12,35,167
wipeout fusion,Ps2,Racing,Bam! Entertainment,Studio Liverpool,7.3,0.25,0.12,0.0,0.1,0.03,2002.0,12,21,77
f1 pole position 64,N64,Racing,Ubisoft,Human Entertainment,7.3,0.25,0.11,0.0,0.13,0.01,1997.0,12,12,685
mrc: multi-racing championship,N64,Racing,Ocean,Genki,7.3,0.25,0.2,0.0,0.05,0.0,1997.0,12,12,475
sbk superbike world championship,Ps3,Racing,Conspiracy Entertainment,Milestone,7.3,0.25,0.12,0.0,0.11,0.02,2009.0,12,22,125
tony hawk's proving ground,Wii,Sports,Activision,Page 44,7.3,0.25,0.22,0.0,0.01,0.02,2007.0,17,31,23
pro yakyuu team o tsukurou!,Sat,Sports,Sega,Sega,7.3,0.25,0.0,0.25,0.0,0.0,1998.0,17,27,566
dreamworks madagascar kartz,X360,Racing,Activision,Sidhe Interactive,7.3,0.25,0.14,0.0,0.09,0.02,2009.0,12,35,23
f1 2000,Ps,Racing,Ea Sports,Visual Sciences,7.3,0.25,0.14,0.0,0.09,0.02,2000.0,12,20,167
wrc: world rally championship,Ps2,Racing,Bam! Entertainment,Evolution Studios,7.3,0.25,0.12,0.0,0.09,0.03,2002.0,12,21,77
toca race driver 2: ultimate racing simulator,Psp,Racing,Codemasters,Sumo Digital,7.3,0.25,0.0,0.0,0.25,0.0,2005.0,12,25,118
nascar 09,Ps3,Racing,Ea Sports,Ea Tiburon,7.3,0.25,0.22,0.0,0.01,0.02,2008.0,12,22,167
need for speed rivals,Pc,Racing,Electronic Arts,Ghost Games,7.3,0.25,0.04,0.0,0.19,0.02,2013.0,12,17,178
pro evolution soccer 2014,X360,Sports,Konami Digital Entertainment,Konami,7.9,0.25,0.08,0.0,0.16,0.02,2013.0,17,35,354
nba jam tournament edition,Ps,Sports,Acclaim Entertainment,Iguana Entertainment,7.3,0.25,0.14,0.0,0.09,0.02,1995.0,17,20,20
crash tag team racing,Psp,Racing,Vu Games,Radical Entertainment,6.3,0.25,0.16,0.0,0.06,0.03,2005.0,12,25,714
motogp '07,X360,Racing,Thq,Climax Studios,7.7,0.25,0.23,0.0,0.0,0.02,2007.0,12,35,657
trials fusion,Xone,Racing,Ubisoft,Redlynx,7.3,0.25,0.12,0.0,0.1,0.02,2015.0,12,38,685
ratchet & clank: full frontal assault,Ps3,Action,Sony Computer Entertainment,Insomniac Games,7.3,0.25,0.19,0.0,0.01,0.05,2012.0,0,22,585
the powerpuff girls: chemical x-traction,Ps,Action,Bam! Entertainment,Vis Entertainment,7.3,0.25,0.14,0.0,0.1,0.02,2001.0,0,20,77
scrabble,Ds,Puzzle,Electronic Arts,Stainless Games,7.3,0.25,0.2,0.0,0.02,0.03,2009.0,11,4,178
bomberman tournament,Gba,Puzzle,Activision,Hudson Soft,8.8,0.25,0.1,0.1,0.04,0.01,2001.0,11,6,23
don king presents: prizefighter,X360,Sports,2K Games,Venom Games,4.0,0.25,0.14,0.0,0.08,0.02,2008.0,17,35,5
daisy fuentes pilates,Wii,Sports,Sega,Collision Studios,7.3,0.25,0.17,0.0,0.06,0.02,2009.0,17,31,566
f1 2015,Xone,Racing,Codemasters,Codemasters Birmingham,5.7,0.25,0.09,0.0,0.15,0.02,2015.0,12,38,118
fox sports college hoops '99,N64,Sports,Fox Interactive,"Z-Axis, Ltd.",7.3,0.25,0.2,0.0,0.05,0.0,1998.0,17,12,212
nba courtside 2 featuring kobe bryant,N64,Sports,Nintendo,Left Field Productions,7.3,0.25,0.2,0.0,0.05,0.0,1999.0,17,12,457
nba showtime: nba on nbc,N64,Sports,Midway Games,Eurocom Entertainment Software,7.3,0.25,0.23,0.0,0.02,0.0,1999.0,17,12,413
power pro kun pocket 2,Gb,Sports,Konami,Diamond Head,7.3,0.25,0.0,0.25,0.0,0.0,2000.0,17,5,353
triple play 2002,Xb,Sports,Ea Sports,Pandemic Studios,7.3,0.25,0.19,0.0,0.05,0.01,2002.0,17,36,167
samurai shodown ii,Ng,Fighting,Snk,Snk Corporation,7.3,0.25,0.0,0.25,0.0,0.0,1994.0,5,14,579
def jam vendetta,Gc,Fighting,Ea Sports Big,Aki Corporation,8.8,0.25,0.19,0.0,0.05,0.01,2003.0,5,8,168
samurai warriors 4,Ps4,Fighting,Tecmo Koei,Omega Force,7.3,0.25,0.08,0.06,0.07,0.03,2014.0,5,23,644
nhl 06,Xb,Sports,Ea Sports,Ea Canada,7.3,0.25,0.19,0.0,0.05,0.01,2005.0,17,36,167
uefa euro 2008 austria-switzerland,Psp,Sports,Electronic Arts,Unknown,6.9,0.25,0.06,0.0,0.13,0.06,2008.0,17,25,178
jonah lomu rugby challenge,Ps3,Sports,Home Entertainment Suppliers,Sidhe Interactive,7.3,0.25,0.0,0.0,0.2,0.05,2008.0,17,22,288
dead or alive xtreme 2,X360,Sports,Tecmo,Team Ninja,5.3,0.25,0.15,0.06,0.02,0.02,2006.0,17,35,643
wayne gretzky's 3d hockey '98,N64,Sports,Midway Games,Software Creations,7.3,0.25,0.23,0.0,0.02,0.0,1997.0,17,12,413
surfing h3o,Ps2,Sports,Rockstar Games,Opus Studio,7.3,0.25,0.12,0.0,0.1,0.03,2000.0,17,21,552
nhl 08,Ps3,Sports,Electronic Arts,Ea Canada,7.3,0.25,0.16,0.0,0.06,0.03,2007.0,17,22,178
cars,X360,Racing,Thq,Rainbow Studios,7.0,0.25,0.22,0.0,0.01,0.02,2006.0,12,35,657
monster jam: path of destruction,Ps3,Racing,Activision,Virtuos,7.3,0.25,0.21,0.0,0.02,0.02,2010.0,12,22,23
amped 2,Xb,Sports,Microsoft Game Studios,Indie Built,7.3,0.25,0.2,0.0,0.04,0.01,2003.0,17,36,410
college hoops 2k6,Ps2,Sports,2K Sports,Visual Concepts,8.3,0.25,0.12,0.0,0.1,0.03,2005.0,17,21,7
combination pro soccer: j-league no kantoku ni natte sekai wo mezase!!,Ps,Sports,Axela,Axela,7.3,0.25,0.0,0.24,0.0,0.02,1998.0,17,20,74
prison break: the conspiracy,Ps3,Adventure,Deep Silver,Zootfly,3.3,0.25,0.05,0.0,0.16,0.05,2010.0,2,22,144
up,Ps3,Adventure,Thq,Thq,7.3,0.25,0.15,0.0,0.06,0.03,2009.0,2,22,657
nickelodeon party blast,Gc,Misc,Atari,Data Design Interactive,7.3,0.25,0.19,0.0,0.05,0.01,2002.0,6,8,68
danganronpa v3: killing harmony,Ps4,Adventure,Nis America,Spike Chunsoft,7.3,0.25,0.09,0.07,0.05,0.03,2017.0,2,23,463
the mummy: tomb of the dragon emperor,Ps2,Adventure,Sierra Entertainment,Eurocom Entertainment Software,7.3,0.25,0.12,0.0,0.1,0.03,2008.0,2,21,571
the backyardigans,Ds,Adventure,Take-Two Interactive,Take 2 Interactive,7.3,0.25,0.23,0.0,0.0,0.02,2009.0,2,4,631
sentimental graffiti,Sat,Adventure,Nec Interchannel,Nec Intechannel,7.3,0.25,0.0,0.25,0.0,0.0,1998.0,2,27,444
bolt,X360,Adventure,Disney Interactive Studios,Avalanche Software,7.3,0.25,0.18,0.0,0.05,0.02,2008.0,2,35,154
pirates of the caribbean: the legend of jack sparrow,Ps2,Adventure,Bethesda Softworks,California Seven Studios,7.3,0.25,0.12,0.0,0.09,0.03,2006.0,2,21,87
avatar: the last airbender - into the inferno,Ps2,Adventure,Thq,Halfbrick Studios,7.3,0.25,0.12,0.0,0.09,0.03,2008.0,2,21,657
the amazing spider-man 2 (2014),X360,Action-Adventure,Activision,Beenox,7.3,0.25,0.12,0.0,0.12,0.02,2014.0,1,35,23
lego the hobbit,3Ds,Action-Adventure,Warner Bros. Interactive Entertainment,Tt Fusion,7.0,0.25,0.1,0.0,0.13,0.02,2014.0,1,2,718
spirit camera: the cursed memoir,3Ds,Action-Adventure,Nintendo,Tecmo Koei Games,5.7,0.25,0.15,0.06,0.02,0.02,2012.0,1,2,457
super street fighter ii: turbo revival,Gba,Fighting,Capcom,Capcom,7.3,0.25,0.18,0.0,0.07,0.0,2001.0,5,6,107
evil zone,Ps,Fighting,Titus,Yuke'S Future Media Creators,7.3,0.25,0.14,0.0,0.1,0.02,1999.0,5,20,661
ultimate fighting championship,Ps,Fighting,Crave Entertainment,Opus Studio,7.3,0.25,0.14,0.0,0.09,0.02,2000.0,5,20,128
freshly-picked: tingle's rosy rupeeland,Ds,Role-Playing,Nintendo,Vanpool,7.3,0.25,0.0,0.24,0.01,0.0,2007.0,13,4,457
hunted: the demon's forge,Ps3,Role-Playing,Bethesda Softworks,Inxile Entertainment,6.1,0.25,0.12,0.02,0.09,0.03,2011.0,13,22,87
the legend of heroes: trails of cold steel,Psv,Role-Playing,Xseed Games,Nihon Falcom Corporation,7.3,0.25,0.05,0.14,0.03,0.03,2015.0,13,26,729
beyblade: metal fusion,Ds,Role-Playing,Hudson Soft,Hudson Soft,7.3,0.25,0.07,0.14,0.03,0.01,2010.0,13,4,293
marvel: ultimate alliance 2,Psp,Role-Playing,Activision,Savage Entertainment,7.3,0.25,0.17,0.0,0.04,0.04,2009.0,13,25,23
disgaea 2: dark hero days,Psp,Role-Playing,Nis America,Nippon Ichi Software,8.1,0.25,0.1,0.12,0.01,0.02,2009.0,13,25,463
hybrid heaven,N64,Role-Playing,Konami,Kceo,7.0,0.25,0.16,0.05,0.04,0.0,1999.0,13,12,353
the elder scrolls iv: oblivion,Pc,Role-Playing,Take-Two Interactive,Bethesda Softworks,9.2,0.25,0.01,0.0,0.21,0.04,2009.0,13,17,631
nba courtside 2002,Gc,Sports,Nintendo,Left Field Productions,7.6,0.25,0.19,0.0,0.05,0.01,2002.0,17,8,457
fifa 14,Psp,Sports,Ea Sports,Ea Canada,7.3,0.25,0.0,0.0,0.19,0.05,2013.0,17,25,167
tetris effect,Ps4,Puzzle,Sony Interactive Entertainment,Monstars Inc.,7.3,0.25,0.19,0.01,0.01,0.05,2018.0,11,23,588
nba live 15,Ps4,Sports,Electronic Arts,Ea Tiburon,7.3,0.25,0.16,0.0,0.04,0.04,2014.0,17,23,178
tennis no oji-sama: genius boys academy,Gba,Sports,Konami,Konami,7.3,0.25,0.0,0.24,0.0,0.01,2002.0,17,6,353
netsu chu! pro yakyuu 2002,Ps2,Sports,Namco,Namco,7.3,0.25,0.0,0.25,0.0,0.0,2002.0,17,21,435
major league baseball 2k7,Ps3,Sports,2K Sports,Kush Games,7.3,0.25,0.23,0.0,0.0,0.02,2007.0,17,22,7
happy feet,Gc,Adventure,Midway Games,Artificial Mind And Movement,7.3,0.25,0.2,0.0,0.05,0.01,2006.0,2,8,413
mega man legacy collection 1+2,Ns,Platform,Capcom,Digital Eclipse Software,8.5,0.25,0.2,0.03,0.0,0.02,2018.0,10,15,107
billy hatcher and the giant egg,Gc,Platform,Sega,Sonic Team,7.3,0.25,0.19,0.0,0.05,0.01,2003.0,10,8,566
scooby-doo! unmasked,Ps2,Platform,Thq,Artificial Mind And Movement,7.3,0.25,0.12,0.0,0.1,0.03,2005.0,10,21,657
